"loc","year","plot","gen","rep","trt","DHE","DMA","PLH","GYLD","TKW"
"Bekoji","y2007","p34","IBON4499","r3","t5",83,113,125,3280,53.6
"Bekoji","y2007","p35","EH1847","r3","t1",88,119,125,4330,51.6
"Bekoji","y2007","p36","EH1864","r3","t10",87,113,110,3785,47.2
"Bekoji","y2007","p37","EH1869","r3","t7",88,116,115,4095,44.8
"Bekoji","y2007","p38","EH1551","r3","t8",83,108,115,2175,32.6
"Bekoji","y2007","p39","EH1893","r3","t4",88,116,110,3255,39.8
"Bekoji","y2007","p40","Beka","r3","t15",90,119,130,3425,38.4
"Bekoji","y2007","p41","EH1877","r3","t6",83,116,105,3730,50.2
"Bekoji","y2007","p42","EH1505","r3","t3",88,113,110,3645,51.8
"Bekoji","y2007","p43","EH1900","r3","t2",88,119,120,4525,50
"Bekoji","y2007","p44","F2SXS13395","r3","t12",89,119,110,4145,50.6
"Bekoji","y2007","p45","HB120","r3","t14",93,122,120,2880,43.4
"Bekoji","y2007","p46","EH1551","r4","t8",83,108,115,2040,33.8
"Bekoji","y2007","p47","IBON2796","r4","t11",81,116,100,4090,34.6
"Bekoji","y2007","p48","BNEth019","r4","t13",83,113,110,3565,50.6
"Bekoji","y2007","p49","EH1900","r4","t2",84,116,120,4150,49.6
"Bekoji","y2007","p50","EH18472","r4","t9",87,116,125,4045,47.4
"Bekoji","y2007","p51","Beka","r4","t15",92,121,125,3890,41
"Bekoji","y2007","p52","HB120","r4","t14",90,121,125,3550,40.6
"Bekoji","y2007","p53","EH1877","r4","t6",87,112,100,4040,50.4
"Bekoji","y2007","p54","EH1869","r4","t7",88,118,125,3910,47.4
"Bekoji","y2007","p55","EH1893","r4","t4",90,121,120,4480,44.4
"Bekoji","y2007","p56","EH1864","r4","t10",88,116,110,3935,50.8
"Bekoji","y2007","p57","IBON4499","r4","t5",84,113,130,3300,53.6
"Bekoji","y2007","p58","F2SXS13395","r4","t12",88,119,120,4440,53.4
"Bekoji","y2007","p59","EH1505","r4","t3",87,116,120,4055,53.6
"Bekoji","y2007","p60","EH1847","r4","t1",88,119,125,5340,51.4
"SGonder","y2007","p1","EH1877","r1","t6",76,114,88,3435,42.4
"SGonder","y2007","p2","EH1505","r1","t3",80,113,90,1845,41.1
"SGonder","y2007","p3","EH1900","r1","t2",67,108,79,1410,40
"SGonder","y2007","p4","IBON2796","r1","t11",65,110,73,1095,37.8
"SGonder","y2007","p5","EH1869","r1","t7",81,128,93,1905,38.3
"SGonder","y2007","p6","EH1893","r1","t4",80,123,83,2215,33.2
"SGonder","y2007","p7","EH1864","r1","t10",79,124,76,1415,38.2
"SGonder","y2007","p8","EH1847","r1","t1",75,121,80,1555,35.9
"SGonder","y2007","p9","IBON4499","r1","t5",72,139,87,1705,42.1
"SGonder","y2007","p10","F2SXS13395","r1","t12",81,124,77,745,35.5
"SGonder","y2007","p11","Beka","r1","t15",80,129,81,935,33.4
"SGonder","y2007","p12","HB120","r1","t14",83,129,80,1210,31.6
"SGonder","y2007","p13","EH1551","r1","t8",70,101,83,340,27.2
"SGonder","y2007","p14","BNEth019","r1","t13",72,113,83,645,35
"SGonder","y2007","p15","EH18472","r1","t9",82,130,91,1140,41
"SGonder","y2007","p16","EH1893","r2","t4",81,133,85,1155,33.8
"SGonder","y2007","p17","Beka","r2","t15",80,134,86,1020,33.3
"SGonder","y2007","p18","BNEth019","r2","t13",72,121,82,1795,43.9
"SGonder","y2007","p19","IBON4499","r2","t5",75,113,89,1550,39
"SGonder","y2007","p20","EH18472","r2","t9",82,126,90,1480,39.7
"SGonder","y2007","p21","HB120","r2","t14",83,124,75,815,29.5
"SGonder","y2007","p22","EH1864","r2","t10",80,111,62,600,30.8
"SGonder","y2007","p23","EH1877","r2","t6",76,110,80,1670,35.1
"SGonder","y2007","p24","EH1869","r2","t7",80,128,86,1685,40.2
"SGonder","y2007","p25","F2SXS13395","r2","t12",81,125,85,2295,42.2
"SGonder","y2007","p26","EH1900","r2","t2",71,123,91,1355,45.5
"SGonder","y2007","p27","IBON2796","r2","t11",66,105,72,1235,34.3
"SGonder","y2007","p28","EH1505","r2","t3",80,121,82,1740,44.9
"SGonder","y2007","p29","EH1847","r2","t1",75,120,98,2480,42.4
"SGonder","y2007","p30","EH1551","r2","t8",69,101,83,630,24.1
"SGonder","y2007","p31","IBON2796","r3","t11",65,102,66,1345,33
"SGonder","y2007","p32","EH18472","r3","t9",83,122,98,2430,36.6
"SGonder","y2007","p33","BNEth019","r3","t13",67,119,86,3550,39.7
"SGonder","y2007","p34","IBON4499","r3","t5",74,119,92,1410,43.9
"SGonder","y2007","p35","EH1847","r3","t1",73,118,96,3735,41.5
"SGonder","y2007","p36","EH1864","r3","t10",80,123,83,2240,34.1
"SGonder","y2007","p37","EH1869","r3","t7",83,125,92,1975,36.1
"SGonder","y2007","p39","EH1893","r3","t4",82,106,66,455,24
"SGonder","y2007","p40","Beka","r3","t15",86,125,78,440,28.2
"SGonder","y2007","p41","EH1877","r3","t6",75,111,75,1475,40.9
"SGonder","y2007","p42","EH1505","r3","t3",81,123,82,1685,45.5
"SGonder","y2007","p43","EH1900","r3","t2",73,127,87,1875,42.3
"SGonder","y2007","p44","F2SXS13395","r3","t12",82,122,78,955,33.8
"SGonder","y2007","p45","HB120","r3","t14",82,126,90,1420,32.4
"SGonder","y2007","p46","EH1551","r4","t8",72,106,81,670,24.2
"SGonder","y2007","p47","IBON2796","r4","t11",70,108,60,880,34.5
"SGonder","y2007","p48","BNEth019","r4","t13",77,115,79,2130,39
"SGonder","y2007","p49","EH1900","r4","t2",72,117,85,1020,42.9
"SGonder","y2007","p50","EH18472","r4","t9",83,126,85,1530,40.5
"SGonder","y2007","p51","Beka","r4","t15",87,127,74,860,30.5
"SGonder","y2007","p52","HB120","r4","t14",83,127,82,905,32.6
"SGonder","y2007","p53","EH1877","r4","t6",76,113,78,2015,40.1
"SGonder","y2007","p54","EH1869","r4","t7",83,119,83,1985,38.6
"SGonder","y2007","p55","EH1893","r4","t4",83,119,82,2130,35.5
"SGonder","y2007","p56","EH1864","r4","t10",81,117,81,1860,42
"SGonder","y2007","p57","IBON4499","r4","t5",75,113,95,2645,43.9
"SGonder","y2007","p58","F2SXS13395","r4","t12",82,112,82,1880,36.5
"SGonder","y2007","p59","EH1505","r4","t3",82,113,90,2665,45.8
"SGonder","y2007","p60","EH1847","r4","t1",68,115,90,3020,43.6
"Adet","y2007","p1","EH1877","r1","t6",71,110,61,1525,39.5
"Adet","y2007","p2","EH1505","r1","t3",77,109,63,1150,43.5
"Adet","y2007","p3","EH1900","r1","t2",71,107,62,1070,33.5
"Adet","y2007","p4","IBON2796","r1","t11",68,110,58,1145,40.5
"Adet","y2007","p5","EH1869","r1","t7",77,124,62,465,31.5
"Adet","y2007","p6","EH1893","r1","t4",77,124,75,1050,27.5
"Adet","y2007","p7","EH1864","r1","t10",78,110,58,495,33.5
"Adet","y2007","p8","EH1847","r1","t1",71,110,73,1395,37
"Adet","y2007","p9","IBON4499","r1","t5",67,107,83,1720,45
"Adet","y2007","p10","F2SXS13395","r1","t12",72,124,85,1985,42
"Adet","y2007","p11","Beka","r1","t15",78,124,88,1610,30
"Adet","y2007","p12","HB120","r1","t14",78,124,85,1920,31
"Adet","y2007","p13","EH1551","r1","t8",67,106,86,1915,36.5
"Adet","y2007","p14","BNEth019","r1","t13",65,108,78,2730,45.5
"Adet","y2007","p15","EH18472","r1","t9",71,124,90,2185,41.5
"Adet","y2007","p16","EH1893","r2","t4",72,87,87,2995,34
"Adet","y2007","p17","Beka","r2","t15",77,93,93,1390,30
"Adet","y2007","p18","BNEth019","r2","t13",65,78,78,2255,41.5
"Adet","y2007","p19","IBON4499","r2","t5",65,93,93,2565,48.5
"Adet","y2007","p20","EH18472","r2","t9",77,124,87,1580,34
"Adet","y2007","p21","HB120","r2","t14",78,124,63,980,29
"Adet","y2007","p22","EH1864","r2","t10",77,110,69,1330,31.5
"Adet","y2007","p23","EH1877","r2","t6",69,107,63,1575,37
"Adet","y2007","p24","EH1869","r2","t7",78,124,68,735,33
"Adet","y2007","p25","F2SXS13395","r2","t12",84,124,58,445,31
"Adet","y2007","p26","EH1900","r2","t2",77,110,65,980,33
"Adet","y2007","p27","IBON2796","r2","t11",72,110,47,660,33
"Adet","y2007","p28","EH1505","r2","t3",77,110,66,1420,46
"Adet","y2007","p29","EH1847","r2","t1",72,110,61,715,31.5
"Adet","y2007","p30","EH1551","r2","t8",65,106,78,1485,37.5
"Adet","y2007","p31","IBON2796","r3","t11",69,110,76,2035,44.5
"Adet","y2007","p32","EH18472","r3","t9",76,124,100,1675,35
"Adet","y2007","p33","BNEth019","r3","t13",67,110,83,2865,42
"Adet","y2007","p34","IBON4499","r3","t5",67,106,95,3190,47.5
"Adet","y2007","p35","EH1847","r3","t1",77,110,86,2360,39
"Adet","y2007","p36","EH1864","r3","t10",78,110,47,635,32
"Adet","y2007","p37","EH1869","r3","t7",77,124,80,1110,36
"Adet","y2007","p38","EH1551","r3","t8",66,106,84,1760,34
"Adet","y2007","p39","EH1893","r3","t4",77,124,81,2645,33
"Adet","y2007","p40","Beka","r3","t15",68,124,96,1930,29
"Adet","y2007","p41","EH1877","r3","t6",68,106,87,2855,42.5
"Adet","y2007","p42","EH1505","r3","t3",72,110,84,2855,48.5
"Adet","y2007","p43","EH1900","r3","t2",69,107,99,2330,39.5
"Adet","y2007","p44","F2SXS13395","r3","t12",72,110,89,2560,40
"Adet","y2007","p45","HB120","r3","t14",75,124,109,3040,33.5
"Adet","y2007","p46","EH1551","r4","t8",65,104,78,1760,35.5
"Adet","y2007","p47","IBON2796","r4","t11",67,105,61,1005,36.5
"Adet","y2007","p48","BNEth019","r4","t13",67,107,71,1995,44.5
"Adet","y2007","p49","EH1900","r4","t2",67,108,73,1655,37.5
"Adet","y2007","p50","EH18472","r4","t9",75,124,84,1450,35
"Adet","y2007","p51","Beka","r4","t15",84,124,85,790,24
"Adet","y2007","p52","HB120","r4","t14",78,124,85,1565,27
"Adet","y2007","p53","EH1877","r4","t6",71,106,75,2405,37.5
"Adet","y2007","p54","EH1869","r4","t7",77,124,87,1460,33.5
"Adet","y2007","p55","EH1893","r4","t4",77,124,76,1950,28.5
"Adet","y2007","p56","EH1864","r4","t10",78,110,59,555,31.5
"Adet","y2007","p57","IBON4499","r4","t5",67,107,87,1910,43
"Adet","y2007","p58","F2SXS13395","r4","t12",83,124,71,805,33.5
"Adet","y2007","p59","EH1505","r4","t3",77,107,84,1660,44
"Adet","y2007","p60","EH1847","r4","t1",72,110,77,1015,33.5
